Tanggal,Pelanggan,Deskripsi Barang,Jml,Hrg Satuan,SubTotal,Jenis Barang,Merek Barang,Salesman,Jenis Alat,Transaction_ID
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-23
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-23
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-23
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-24
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-25
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-25
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-25
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-25
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-25
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-26
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-26
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-26
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-27
2025-03-10,ONLINE 1,PLANER BITEC PM R190 WS,1,"Rp445,000",445000,POWER TOOLS,BITEC,MICHAEL (SHOPEE),PLANER,ms-0310-27
2025-03-10,ONLINE 1,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-28
2025-03-10,ONLINE 1,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-29
2025-03-10,ONLINE 1,STICK LANCE BRASS W/NOZZLE,5,"Rp28,000",140000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),STICK LANCE BRASS W/NOZZLE,ms-0310-30
2025-03-10,ONLINE 1,DRILL MODERN M2130B,1,"Rp317,500",317500,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-30
2025-03-10,ONLINE 1,DRILL MODERN M2130B,1,"Rp317,500",317500,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-31
2025-03-10,ONLINE 1,DRILL MODERN M2130B,1,"Rp317,500",317500,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-32
2025-03-10,ONLINE 1,DRILL MODERN M2130B,1,"Rp317,500",317500,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-33
2025-03-10,ONLINE 1,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-33
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-33
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-33
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-33
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-33
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-34
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-35
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-36
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-37
2025-03-10,ONLINE 1,TRIMMER MODERN M2700,1,"Rp349,400",349400,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),TRIMMER,ms-0310-38
2025-03-10,ONLINE 1,TRIMMER MODERN M2700,1,"Rp349,400",349400,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),TRIMMER,ms-0310-39
2025-03-10,ONLINE 1,TRIMMER MODERN M2700,1,"Rp349,400",349400,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),TRIMMER,ms-0310-39
2025-03-10,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-40
2025-03-10,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-40
2025-03-10,ONLINE 1,SWITCH MODERN M2100C BOR,10,"Rp23,400",234000,SPARE PART PT,MODERN,MICHAEL (SHOPEE),SWITCH,ms-0310-41
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-42
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-43
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-44
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-45
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-46
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-46
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0310-46
2025-03-10,ONLINE 1,"BATU POTONG WD 4""X1,2",120,"Rp2,800",336000,ACCESORIS PT,WD,MICHAEL (SHOPEE),BATU POTONG,ms-0310-47
2025-03-10,ONLINE 1,DRILL MODERN M2100B,2,"Rp227,000",454000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-47
2025-03-10,ONLINE 1,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-48
2025-03-10,ONLINE 1,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-49
2025-03-10,ONLINE 1,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-49
2025-03-10,ONLINE 1,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0310-49
2025-03-10,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),DRILL,ms-0310-49
2025-03-10,ONLINE 1,SWITCH MODERN M2100C BOR,12,"Rp23,400",280800,SPARE PART PT,MODERN,MICHAEL (SHOPEE),SWITCH,ms-0310-49
2025-03-10,ONLINE 1,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),IMPACT DRILL,ms-0310-49
2025-03-10,ONLINE 1,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),IMPACT DRILL,ms-0310-49
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-49
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-49
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-50
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-50
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-51
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-51
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0310-51
2025-03-10,ONLINE 1,ORBITAL SANDER DONG CHENG DSB185,1,"Rp301,000",301000,POWER TOOLS,DONGCHENG,MICHAEL (SHOPEE),ORBITAL SANDER,ms-0310-52
2025-03-10,ONLINE 1,ARMATURE DONG CHENG DMB82 N 1900B,3,"Rp87,000",261000,SPARE PART PT,DONGCHENG,MICHAEL (SHOPEE),ARMATURE,ms-0310-53
2025-03-10,ONLINE 1,PLANER MODERN M2960,1,"Rp431,000",431000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),PLANER,ms-0310-54
2025-03-10,ONLINE 1,PLANER MODERN M2960,1,"Rp431,000",431000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),PLANER,ms-0310-55
2025-03-10,ONLINE 1,IMPACT DRILL MAKITA M 0801B,1,"Rp555,900",555900,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),IMPACT DRILL,ms-0310-56
2025-03-10,ONLINE 1,IMPACT DRILL MAKITA M 0801B,1,"Rp555,900",555900,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),IMPACT DRILL,ms-0310-57
2025-03-10,ONLINE 1,C.LESS IMPACT DRILL MODERN M-16SET 20V,1,"Rp663,000",663000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),C.LESS IMPACT DRILL,ms-0310-57
2025-03-10,ONLINE 1,ROUTER MODERN M2850,1,"Rp813,500",813500,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),ROUTER,ms-0310-57
2025-03-10,ONLINE 1,ROUTER MODERN M2850,1,"Rp813,500",813500,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),ROUTER,ms-0310-57
2025-03-10,ONLINE 1,MITTER SAW MODERN M3700,1,"Rp826,200",826200,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),MITTER SAW,ms-0310-57
2025-03-10,ONLINE 1,IMPACT DRILL MODERN M2150 13M,3,"Rp319,800",959400,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),IMPACT DRILL,ms-0310-58
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,10,"Rp145,000",1450000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-59
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,10,"Rp145,000",1450000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0310-59
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-1
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-1
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-2
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-3
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-4
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-5
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-6
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-7
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-8
2025-03-10,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-8
2025-03-10,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-8
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-9
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-10
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-10
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-10
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-11
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-12
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-12
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-13
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-13
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-14
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-15
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-16
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-17
2025-03-10,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0310-18
2025-03-10,ONLINE 1,SPRAYER MANUAL KANEDA 8L,1,"Rp125,000",125000,MESIN,KANEDA,MICHAEL (TIKTOK),SPRAYER MANUAL,mt-0310-19
2025-03-10,ONLINE 1,DRILL MODERN M2100C,1,"Rp273,000",273000,POWER TOOLS,MODERN,MICHAEL (TIKTOK),DRILL,mt-0310-20
2025-03-10,ONLINE 1,DRILL MODERN M2100C,1,"Rp273,000",273000,POWER TOOLS,MODERN,MICHAEL (TIKTOK),DRILL,mt-0310-21
2025-03-10,ONLINE 1,"DIAMOND WHEEL MAKITA 4"" DRY D-63688",2,"Rp30,000",60000,ACCESORIS PT,MAKITA,MICHAEL (TIKTOK),DIAMOND WHEEL,mt-0310-22
2025-03-10,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0310-23
2025-03-10,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0310-24
2025-03-10,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0310-24
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-25
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-26
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-27
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-28
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-29
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-30
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-31
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-32
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-33
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-34
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-35
2025-03-10,ONLINE 1,GERINDA MAKITA M 0900B,2,"Rp411,500",823000,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0310-36
2025-03-10,ONLINE 1,ACCU SPRAYER TOKUDA 12A,4,"Rp182,500",730000,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-37
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 9A,10,"Rp189,550",1895500,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0310-37
2025-03-10,ONLINE 1,TALI GENDONG SPRAYER,1,"Rp8,500",8500,ACCESORIS MESIN,KANEDA,MICHAEL (TOPED),TALI GENDONG SPRAYER,mt-0310-1
2025-03-10,ONLINE 1,POTENSIO SPRAYER KANEDA OLD-P40,1,"Rp15,000",15000,SPARE PART KANEDA,KANEDA,MICHAEL (TOPED),POTENSIO SPRAYER,mt-0310-1
2025-03-10,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TOPED),ACCU SPRAYER,mt-0310-1
2025-03-10,ONLINE 2,"SOCK DR 1/2"" TEKIRO 6PT 22MM SC-SC0388",1,"Rp34,000",34000,TEKNIK,TEKIRO,NANDO (LAZADA),"SOCK DR 1/2""",nl-0310-1
2025-03-10,ONLINE 2,ARMATURE MODERN M 2300B/SIM100,1,"Rp90,000",90000,SPARE PART PT,MODERN,NANDO (LAZADA),ARMATURE,nl-0310-1
2025-03-10,ONLINE 2,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0310-1
2025-03-10,ONLINE 2,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,NANDO (LAZADA),GERINDA,nl-0310-1
2025-03-10,ONLINE 2,C.LESS POTONG RUMPUT MODERN M-45,1,"Rp979,200",979200,POWER TOOLS,MODERN,NANDO (LAZADA),C.LESS POTONG RUMPUT,nl-0310-1
2025-03-10,ONLINE 2,"TANG POTONG JETJO 7"" 400863",1,"Rp33,000",33000,TEKNIK,JETJO,NANDO (SHOPEE 2),TANG POTONG,ns-0310-1
2025-03-10,ONLINE 2,"OBENG TEMBUS KETOK ATS 8""(-)",5,"Rp13,750",68750,TEKNIK,ATS,NANDO (SHOPEE 2),OBENG TEMBUS KETOK,ns-0310-2
2025-03-10,ONLINE 2,GERINDA MODERN M2350B,1,"Rp250,000",250000,POWER TOOLS PT,MODERN,NANDO (SHOPEE 2),GERINDA,ns-0310-2
2025-03-10,ONLINE 2,GERINDA MODERN M2350B,1,"Rp250,000",250000,POWER TOOLS PT,MODERN,NANDO (SHOPEE 2),GERINDA,ns-0310-2
2025-03-10,ONLINE 2,KUNCI RING ATS 6X7MM,1,"Rp10,350",10350,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0310-1
2025-03-10,ONLINE 2,KUNCI L PANJANG TEKIRO 5MM HK-LO1169,1,"Rp16,300",16300,TEKNIK,TEKIRO,NANDO (SHOPEE),KUNCI L PANJANG,ns-0310-1
2025-03-10,ONLINE 2,SWITCH RYU RPL 82-3A,1,"Rp10,500",10500,SPARE PART PT,RYU,NANDO (SHOPEE),SWITCH,ns-0310-2
2025-03-10,ONLINE 2,KUNCI RING PAS ATS 13MM,2,"Rp11,800",23600,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0310-3
2025-03-10,ONLINE 2,OBENG KETOK TEMBUS HIJAU TEKIRO (+) PH1X75MM SD-GT0866,1,"Rp19,600",19600,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KETOK TEMBUS HIJAU,ns-0310-4
2025-03-10,ONLINE 2,KUNCI RING PAS ATS 24MM,1,"Rp30,900",30900,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0310-4
2025-03-10,ONLINE 2,VOLT METER SPRAYER,1,"Rp8,750",8750,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),VOLT METER SPRAYER,ns-0310-4
2025-03-10,ONLINE 2,GEMBOK KUNINGAN(BC) ATS 25MM #8825,6,"Rp6,900",41400,TEKNIK,ATS,NANDO (SHOPEE),GEMBOK KUNINGAN(BC),ns-0310-4
2025-03-10,ONLINE 2,KUNCI RING PAS ATS 30MM,1,"Rp43,200",43200,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0310-4
2025-03-10,ONLINE 2,OBENG KETOK TPR TEKIRO (+) PH2X200M SD-TG0944,1,"Rp54,600",54600,TEKNIK,TEKIRO,NANDO (SHOPEE),OBENG KETOK TPR,ns-0310-4
2025-03-10,ONLINE 2,GEMBOK KUNINGAN(BC) ATS 25MM #8825,10,"Rp6,900",69000,TEKNIK,ATS,NANDO (SHOPEE),GEMBOK KUNINGAN(BC),ns-0310-4
2025-03-10,ONLINE 2,MATA JIGSAW MAKITA T 118A D-34908,5,"Rp9,800",49000,ACCESORIS PT,MAKITA,NANDO (SHOPEE),MATA JIGSAW,ns-0310-4
2025-03-10,ONLINE 2,ARMATURE DONG CHENG DSM03-100A (GWS 6-100),1,"Rp90,000",90000,SPARE PART PT,DONGCHENG,NANDO (SHOPEE),ARMATURE,ns-0310-4
2025-03-10,ONLINE 2,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,NANDO (SHOPEE),SPRAYER MANUAL,ns-0310-5
2025-03-10,ONLINE 2,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,NANDO (SHOPEE),SPRAYER MANUAL,ns-0310-6
2025-03-10,ONLINE 2,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,NANDO (SHOPEE),SPRAYER MANUAL,ns-0310-7
2025-03-10,ONLINE 2,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,NANDO (SHOPEE),SPRAYER MANUAL,ns-0310-7
2025-03-10,ONLINE 2,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,NANDO (SHOPEE),SPRAYER MANUAL,ns-0310-8
2025-03-10,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0310-8
2025-03-10,ONLINE 2,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0310-8
